X,Y,fid,ENUMBER,BOROCODE,TAXBLOCK,TAXLOT,CEQR_NUM,ULURP_NUM,ZONING_MAP,DESCRIPTIO,BBL,x,y
994939.655249369,199689.796001738,5279,E-7A,3,"2,380","28",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,028",994939.655,199689.796
994941.331687174,199765.260866496,4600,E-7A,3,"2,380","7,501",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,807,501",994941.332,199765.261
994958.54203843,199673.620452147,5278,E-7A,3,"2,380","26",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,026",994958.542,199673.620
994981.792262324,199662.430481343,5277,E-7A,3,"2,380","25",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,025",994981.792,199662.430
994998.222716313,199704.841455612,5276,E-7A,3,"2,380","23",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,023",994998.223,199704.841
995010.434918768,199738.752189601,5274,E-559,3,"2,380","20",20DCP072K,200158ZMK,,"Exhaust stack location limitations;Hazardous Materials* Phase I and Phase II Testing Protocol;Window Wall Attenuation & Alternate Ventilation","3,023,800,020",995010.435,199738.752
995010.434918768,199738.752189601,5275,E-7A,3,"2,380","20",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,020",995010.435,199738.752
995111.848926162,199662.389655052,5290,E-138,3,"2,381","1","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,023,810,001",995111.849,199662.390
995213.230591772,199720.1872939,5246,E-138,3,"2,366","1","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,660,001",995213.231,199720.187
995374.496162025,199469.491903475,5291,E-138,3,"2,381","14","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,023,810,014",995374.496,199469.492
995488.903203499,199679.009026184,4589,E-138,3,"2,366","16","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,660,016",995488.903,199679.009
994781.649323961,198309.604173948,5333,E-138,3,"2,444","28","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,440,028",994781.649,198309.604
995634.603400035,199331.505933774,6856,E-138,3,"2,382","28","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,023,820,028",995634.603,199331.506
994661.058751388,199667.50323671,6865,E-7A,3,"2,392","14",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,920,014",994661.059,199667.503
994867.362539057,199513.661107719,6866,E-7A,3,"2,392","29",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,920,029",994867.363,199513.661
995213.533603824,199373.098530987,6867,E-138,3,"2,393","23","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,023,930,023",995213.534,199373.099
994365.273610141,198511.577921294,6904,E-138,3,"2,443","29","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,430,029",994365.274,198511.578
994355.713907753,198479.568266561,6905,E-138,3,"2,443","30","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,430,030",994355.714,198479.568
994616.308765521,198378.298890613,6906,E-138,3,"2,444","11","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,440,011",994616.309,198378.299
993088.096305419,199758.290930825,4606,R-195,3,"2,414","1","07DCP094K",100185ZMK,,,"3,024,140,001",993088.096,199758.291
993088.096305419,199758.290930825,4605,E-337,3,"2,414","1","07DCP094K","N140136ZAK; C140135ZSK; C140134ZSK; C140133ZSK; C140132ZSK; N140131ZRK",,"Air Quality - HVAC natural gas with low Nox only;Exhaust stack location limitations;No operable window and/or air intakes limitations;Hazardous Materials* Phase I and Phase II Testing Protocol;Window Wall Attenuation & Alternate Ventilation","3,024,140,001",993088.096,199758.291
993139.536188284,199082.541829651,4614,R-195,3,"2,414","7,502","07DCP094K",100185ZMK,,,"3,024,147,502",993139.536,199082.542
993139.536188284,199082.541829651,4613,E-337,3,"2,414","7,502","07DCP094K","N140136ZAK; C140135ZSK; C140134ZSK; C140133ZSK; C140132ZSK; N140131ZRK",,"Air Quality - HVAC natural gas with low Nox only;Exhaust stack location limitations;No operable window and/or air intakes limitations;Hazardous Materials* Phase I and Phase II Testing Protocol;Window Wall Attenuation & Alternate Ventilation","3,024,147,502",993139.536,199082.542
993199.089941494,199294.167968849,4610,R-195,3,"2,414","26","07DCP094K",100185ZMK,,,"3,024,140,026",993199.090,199294.168
993199.089941494,199294.167968849,4609,E-337,3,"2,414","26","07DCP094K","N140136ZAK; C140135ZSK; C140134ZSK; C140133ZSK; C140132ZSK; N140131ZRK",,"Air Quality - HVAC natural gas with low Nox only;Exhaust stack location limitations;No operable window and/or air intakes limitations;Hazardous Materials* Phase I and Phase II Testing Protocol;Window Wall Attenuation & Alternate Ventilation","3,024,140,026",993199.090,199294.168
993279.525364879,199572.092053692,4616,R-195,3,"2,414","7,503","07DCP094K",100185ZMK,,,"3,024,147,503",993279.525,199572.092
993279.525364879,199572.092053692,4615,E-337,3,"2,414","7,503","07DCP094K","N140136ZAK; C140135ZSK; C140134ZSK; C140133ZSK; C140132ZSK; N140131ZRK",,"Air Quality - HVAC natural gas with low Nox only;Exhaust stack location limitations;No operable window and/or air intakes limitations;Hazardous Materials* Phase I and Phase II Testing Protocol;Window Wall Attenuation & Alternate Ventilation","3,024,147,503",993279.525,199572.092
993306.001733693,198981.591100569,5325,E-138,3,"2,441","107","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,410,107",993306.002,198981.591
993398.83502537,199006.985835537,5324,E-138,3,"2,441","12","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,410,012",993398.835,199006.986
993472.032333119,199434.735462421,4617,E-592,3,"2,415","1",20DCP100K,"N200307ZRK; C200306ZMK",,"Air Quality - HVAC natural gas with low Nox only;Exhaust stack location limitations;Window Wall Attenuation & Alternate Ventilation","3,024,150,001",993472.032,199434.735
993514.494975167,199606.015802609,4618,R-39,3,"2,415","10","03BSA160K",102-03BZ,,,"3,024,150,010",993514.495,199606.016
993699.435282234,199450.714365746,5304,E-261,3,"2,415","119","07DCP035K",C070245ZMK,,Hazardous Materials* Phase I and Phase II Testing Protocol,"3,024,150,119",993699.435,199450.714
993955.712082891,199427.935263498,5305,E-138,3,"2,416","7","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,160,007",993955.712,199427.935
993975.348363222,199420.945445974,5306,E-138,3,"2,416","8","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,024,160,008",993975.348,199420.945
994006.269945274,199409.938674099,5308,E-138,3,"2,416","109","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,024,160,109",994006.270,199409.939
994059.60792277,197993.140121067,5069,E-82,3,"2,131","11",98DCP012K,C980077ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,021,310,011",994059.608,197993.140
994179.277620108,199159.934435102,4619,E-138,3,"2,416","27","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,024,160,027",994179.278,199159.934
993406.875176614,198441.522619543,5334,E-82,3,"2,469","13",98DCP012K,C980077ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,024,690,013",993406.875,198441.523
993447.420903188,198420.417437903,5335,E-82,3,"2,469","15",98DCP012K,C980077ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,024,690,015",993447.421,198420.417
992806.524102383,198200.805494215,6674,E-82,3,"2,128","1",98DCP012K,C980077ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,021,280,001",992806.524,198200.805
992830.890515363,198056.011454777,6675,E-161,3,"2,128","5","02DCP045K",C020518ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,021,280,005",992830.891,198056.011
992830.890515363,198056.011454777,6676,R-47,3,"2,128","5","02DCP045K","020518ZMK",,,"3,021,280,005",992830.891,198056.011
993972.773971985,198005.973768682,6677,E-82,3,"2,131","8",98DCP012K,C980077ZMK,,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,021,310,008",993972.774,198005.974
994109.296168688,197985.796393276,6678,E-82,3,"2,131","14",98DCP012K,C980077ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,021,310,014",994109.296,197985.796
994134.573764742,197982.060826763,6679,E-82,3,"2,131","15",98DCP012K,C980077ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,021,310,015",994134.574,197982.061
994001.936759159,199565.933852586,6871,E-138,3,"2,404","1","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,024,040,001",994001.937,199565.934
994029.465015161,199632.704708219,6872,E-138,3,"2,404","5","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,024,040,005",994029.465,199632.705
993514.49709854,199537.93529501,6877,E-592,3,"2,415","6",20DCP100K,"N200307ZRK; C200306ZMK",,"Air Quality - HVAC natural gas with low Nox only;Exhaust stack location limitations;Hazardous Materials* Phase I and Phase II Testing Protocol;Window Wall Attenuation & Alternate Ventilation","3,024,150,006",993514.497,199537.935
993668.539902513,199505.336750205,6878,E-261,3,"2,415","16","07DCP035K",C070245ZMK,,Hazardous Materials* Phase I and Phase II Testing Protocol,"3,024,150,016",993668.540,199505.337
993718.525822967,199514.22301131,6879,E-261,3,"2,415","19","07DCP035K",C070245ZMK,,Hazardous Materials* Phase I and Phase II Testing Protocol,"3,024,150,019",993718.526,199514.223
993817.352613255,199478.450108154,6880,E-261,3,"2,415","24","07DCP035K",C070245ZMK,,Hazardous Materials* Phase I and Phase II Testing Protocol,"3,024,150,024",993817.353,199478.450
993852.588475709,199466.011510442,6881,E-261,3,"2,415","26","07DCP035K",C070245ZMK,,Hazardous Materials* Phase I and Phase II Testing Protocol,"3,024,150,026",993852.588,199466.012
993635.497640443,199383.012612576,6882,E-261,3,"2,415","38","07DCP035K",C070245ZMK,,Hazardous Materials* Phase I and Phase II Testing Protocol,"3,024,150,038",993635.498,199383.013
993689.808676797,199399.780155953,6883,E-261,3,"2,415","136","07DCP035K",C070245ZMK,,Hazardous Materials* Phase I and Phase II Testing Protocol,"3,024,150,136",993689.809,199399.780
993990.810114364,199415.441618009,6884,E-138,3,"2,416","9","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,024,160,009",993990.810,199415.442
993722.712326106,199068.262784292,6885,E-138,3,"2,428","28","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,280,028",993722.712,199068.263
993707.002588593,199073.838819296,6886,E-138,3,"2,428","29","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,280,029",993707.003,199073.839
993691.29254638,199079.414183399,6887,E-138,3,"2,428","30","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,280,030",993691.293,199079.414
993640.810042879,198940.880049289,6889,E-138,3,"2,441","24","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,410,024",993640.810,198940.880
993485.824411932,198854.288629327,6890,E-138,3,"2,441","38","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,410,038",993485.824,198854.289
993397.557372081,198888.151056251,6891,E-138,3,"2,441","41","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,410,041",993397.557,198888.151
993857.100516935,198845.105909816,6900,E-138,3,"2,442","11","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,420,011",993857.101,198845.106
994045.526436226,198820.276779951,6901,E-138,3,"2,442","21","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,420,021",994045.526,198820.277
993933.449166689,198675.643800476,6902,E-138,3,"2,442","7,501","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,427,501",993933.449,198675.644
994272.597406986,198677.85927759,6903,E-138,3,"2,443","13","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,024,430,013",994272.597,198677.859
994027.343538777,198303.866180848,6907,E-82,3,"2,456","40",98DCP012K,C980077ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,024,560,040",994027.344,198303.866
994004.262817896,198313.577225512,6908,E-82,3,"2,456","41",98DCP012K,C980077ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,024,560,041",994004.263,198313.577
993426.720010696,198429.101307411,6909,E-82,3,"2,469","14",98DCP012K,C980077ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,024,690,014",993426.720,198429.101
988586.513759748,200151.369121763,224,E-582,1,"341","70",20DCP039M,M200058AZSM,,"Air Quality - HVAC natural gas with low Nox only;Air-Quality - Residential space heating must be provided by natural gas-fired Packaged Terminal Air Conditioner (PTAC);Exhaust stack location limitations;Window Wall Attenuation & Alternate Ventilation","1,003,410,070",988586.514,200151.369
994695.489322899,199828.858561842,5289,E-7A,3,"2,380","41",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,041",994695.489,199828.859
994704.449902575,199902.442694535,5266,E-7A,3,"2,380","4",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,004",994704.450,199902.443
994722.40340191,199822.481163501,5288,E-7A,3,"2,380","40",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,040",994722.403,199822.481
994742.751088413,199891.109036376,5267,E-7A,3,"2,380","8",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,008",994742.751,199891.109
994752.982006178,199783.510257736,5287,E-7A,3,"2,380","38",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,038",994752.982,199783.510
994766.48861199,199984.404136576,5232,E-7A,3,"2,365","1",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,001",994766.489,199984.404
994768.952756778,199884.001760371,5268,E-7A,3,"2,380","9",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,009",994768.953,199884.002
994778.285419045,199855.700258872,5269,E-7A,3,"2,380","10",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,010",994778.285,199855.700
994780.991757758,200001.464339359,5233,E-7A,3,"2,365","2",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,002",994780.992,200001.464
994794.377227833,200018.292068281,5234,E-7A,3,"2,365","3",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,003",994794.377,200018.292
994799.559345404,199842.570225168,5270,E-7A,3,"2,380","11",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,011",994799.559,199842.570
994812.911115933,200041.366065917,5235,E-7A,3,"2,365","4",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,004",994812.911,200041.366
994827.408139319,199828.983214924,5271,E-7A,3,"2,380","12",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,012",994827.408,199828.983
994830.431816984,199968.418221783,5245,E-7A,3,"2,365","36",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,036",994830.432,199968.418
994839.929242711,200023.353920266,5236,E-7A,3,"2,365","6",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,006",994839.929,200023.354
994851.202639517,199954.458122352,5244,E-7A,3,"2,365","35",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,035",994851.203,199954.458
994861.381661269,200009.807254378,5237,E-7A,3,"2,365","7",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,007",994861.382,200009.807
994862.180862998,199812.848231695,5272,E-7A,3,"2,380","14",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,014",994862.181,199812.848
994871.625653572,199940.731438822,5243,E-7A,3,"2,365","34",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,034",994871.626,199940.731
994882.752270406,199996.678226447,5238,E-7A,3,"2,365","8",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,008",994882.752,199996.678
994888.916283454,199796.511181332,5273,E-7A,3,"2,380","15",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,015",994888.916,199796.511
994903.756478208,199983.774537701,5239,E-7A,3,"2,365","9",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,009",994903.756,199983.775
994925.456364387,199970.443214241,4588,E-7A,3,"2,365","10",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,010",994925.456,199970.443
994958.075098912,200099.015556263,5231,E-7A,3,"2,359","31",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,590,031",994958.075,200099.016
994966.010663016,199907.400594468,5240,E-7A,3,"2,365","11",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,011",994966.011,199907.401
994979.408096777,200085.421280277,4585,E-7A,3,"2,359","30",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,590,030",994979.408,200085.421
995000.401270845,200072.043686527,5230,E-7A,3,"2,359","29",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,590,029",995000.401,200072.044
995022.240300289,200058.126870632,5229,E-7A,3,"2,359","28",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,590,028",995022.240,200058.127
995062.405704011,200032.431412363,5228,E-7A,3,"2,359","24",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,590,024",995062.406,200032.431
995064.752476486,199908.284936118,5241,E-7A,3,"2,365","15",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,015",995064.752,199908.285
995080.048023467,199843.721833051,5242,E-7A,3,"2,365","19",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,650,019",995080.048,199843.722
995104.033117404,200006.571974053,5227,E-7A,3,"2,359","23",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,590,023",995104.033,200006.572
995122.97171578,199994.643919427,5226,E-7A,3,"2,359","22",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,590,022",995122.972,199994.644
995144.038070125,199983.041670979,5225,E-7A,3,"2,359","21",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,590,021",995144.038,199983.042
995165.860759978,199970.124816358,5224,E-7A,3,"2,359","20",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,590,020",995165.861,199970.125
993392.373717414,199867.265471168,4607,E-337,3,"2,414","3","07DCP094K","N140136ZAK; C140135ZSK; C140134ZSK; C140133ZSK; C140132ZSK; N140131ZRK",,"Air Quality - HVAC natural gas with low Nox only;Exhaust stack location limitations;No operable window and/or air intakes limitations;Hazardous Materials* Phase I and Phase II Testing Protocol;Window Wall Attenuation & Alternate Ventilation","3,024,140,003",993392.374,199867.265
993392.373717414,199867.265471168,4608,R-195,3,"2,414","3","07DCP094K",100185ZMK,,,"3,024,140,003",993392.374,199867.265
993507.334172381,200118.117937944,4612,R-195,3,"2,414","7,501","07DCP094K",100185ZMK,,,"3,024,147,501",993507.334,200118.118
993507.334172381,200118.117937944,4611,E-337,3,"2,414","7,501","07DCP094K","N140136ZAK; C140135ZSK; C140134ZSK; C140133ZSK; C140132ZSK; N140131ZRK",,"Air Quality - HVAC natural gas with low Nox only;Exhaust stack location limitations;No operable window and/or air intakes limitations;Hazardous Materials* Phase I and Phase II Testing Protocol;Window Wall Attenuation & Alternate Ventilation","3,024,147,501",993507.334,200118.118
993832.435922191,200052.12061796,4602,E-138,3,"2,390","15","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,900,015",993832.436,200052.121
994020.115343801,200166.69557924,6849,E-138,3,"2,378","29","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,780,029",994020.115,200166.696
994227.303769446,200063.191661053,5264,E-138,3,"2,379","44","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,023,790,044",994227.304,200063.192
994286.560577338,200039.348604219,6854,E-138,3,"2,379","40","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,023,790,040",994286.561,200039.349
994306.568867886,200144.828124685,5262,E-138,3,"2,379","8","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,790,008",994306.569,200144.828
994345.610605858,200110.64754868,6852,E-138,3,"2,379","9","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,790,009",994345.611,200110.648
994392.836412049,200093.136714774,5263,E-138,3,"2,379","12","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,790,012",994392.836,200093.137
994413.816448652,200080.20842808,4598,E-138,3,"2,379","7,504","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,797,504",994413.816,200080.208
994528.804120574,200015.814633639,4597,E-138,3,"2,379","7,502","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,797,502",994528.804,200015.815
994572.817200113,200167.574805658,6819,E-138,3,"2,364","15","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,640,015",994572.817,200167.575
994585.580612287,199932.857066944,6853,E-138,3,"2,379","24","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,023,790,024",994585.581,199932.857
994593.244238075,200153.432525193,6820,E-138,3,"2,364","16","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,640,016",994593.244,200153.433
994655.023012546,199840.000892508,5265,E-7A,3,"2,380","1",85-271K,C850811ZMK,,Window Wall Attenuation & Alternate Ventilation,"3,023,800,001",994655.023,199840.001
994250.085158779,200064.359638144,6855,E-138,3,"2,379","43","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,"Underground Gasoline Storage Tanks* Testing Protocol.;Window Wall Attenuation & Alternate Ventilation","3,023,790,043",994250.085,200064.360
993855.97783774,200043.079465165,6861,E-138,3,"2,390","16","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,900,016",993855.978,200043.079
993877.235632504,200034.915982578,6862,E-138,3,"2,390","17","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,900,017",993877.236,200034.916
994135.322466191,200200.004390234,5260,E-138,3,"2,378","21","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,780,021",994135.322,200200.004
993931.035143607,200206.552287572,6850,E-138,3,"2,378","35","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,780,035",993931.035,200206.552
994795.539360749,200215.460798072,6813,E-138,3,"2,358","22","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,580,022",994795.539,200215.461
993907.395264039,200216.154701493,5261,E-138,3,"2,378","36","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,780,036",993907.395,200216.155
993795.18793093,200240.802950252,6851,E-138,3,"2,378","40","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,780,040",993795.188,200240.803
994755.727334461,200246.379969372,5223,E-138,3,"2,358","24","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,580,024",994755.727,200246.380
994042.998235013,200296.867198608,4596,E-138,3,"2,378","14","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,780,014",994042.998,200296.867
993830.050416644,200319.283394599,6847,E-138,3,"2,378","1","04DCP003K","C050111ZMK; C050111AZMK; N050110ZRK; N050110AZRK",,Underground Gasoline Storage Tanks* Testing Protocol.,"3,023,780,001",993830.050,200319.283
