X,Y,fid,ID_NUMBER,FACILITY_NAME,ACTIVITY_LOCATION,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,TRANSPORTER,ACTIVE_SITE,OPERATING_TSDF
989306.356306508,194793.87916788,283967,NYP004092474,CON EDISION - 5682,NY,------,Other,253 EAST 11755 253 EAST 11755,NEW YORK,NY,"10003",40.701339,-73.981764,N  ,N  ,-----,------         
989621.34565047,198507.570574117,283475,NYP004116075,CON EDISON  - MH 61609,NY,------,Other,JACKSON ST. AT WATER ST.,NEW YORK,NY,"10003",40.711532,-73.980625,N  ,N  ,-----,------         
989134.109332444,199184.029533066,284392,NYP004093167,CON EDISION - TM568,NY,------,Other,MADISON ST. 42 E. BUSHWICK AVE,BROOKLYN,NY,"10003",40.713389,-73.982382,N  ,N  ,-----,------         
988615.019479946,199863.771622226,275615,NYP004074910,CON EDISION - MH 35781,NY,------,Other,GRAND ST. & PITT GRAND ST. & P,NEW YORK,NY,"10003",40.715255,-73.984254,N  ,N  ,-----,------         
989907.108434281,199965.324601619,284367,NY0000977264,NYC DEPT OF SANITATION GARAGE ME3,NY,------,Other,297 DELANCEY ST,NEW YORK,NY,10002-3603,40.715533,-73.979593,N  ,N  ,-----,------         
989550.020625225,200113.526199891,275688,NYP004044988,CONSOLIDATED EDISON INC - V5657,NY,------,Other,DELANCY ST & COLUMBIA AVE,NEW YORK,NY,"10007",40.71594,-73.980881,N  ,N  ,-----,------         
989497.223994287,201963.589063811,283254,NYP004130431,CON EDISON - MANHOLE 54519,NY,------,Other,N/W/C EAST 61 ST & 2ND AVE,NEW YORK,NY,"10001",40.721018,-73.98107,N  ,N  ,-----,------         
988866.923309559,203208.016452803,167694,NYP004216653,CON EDISON SERVICE BOX 1016,NY,------,Other,521 E 5TH ST,NEW YORK,NY,"10009",40.724434,-73.983343,N  ,N  ,-----,------         
989344.779521748,203216.128122119,132135,NY0000902486,NYC DEPT OF EDUCATION - PS 64M,NY,------,SQG,600 E 6TH ST,NEW YORK,NY,"10009",40.724456,-73.981619,"2  ",N  ,H----,------         
989146.297167447,203322.836114672,171080,NYP004235123,CON EDISON SERVICE BOX 1157,NY,------,Other,534 E 6TH ST,NEW YORK,NY,"10009",40.724749,-73.982335,N  ,N  ,-----,------         
989677.713687275,204262.925742683,283038,NYR000001826,TOMPKINS SQUARE BRANCH LIBRARY,NY,------,Other,331 E 10TH ST,NEW YORK,NY,10009-5005,40.727329,-73.980417,N  ,N  ,-----,------         
989177.109927386,204452.635009846,171181,NYP004235180,CON EDISON SERVICE BOX 1679,NY,------,Other,277 E 10TH ST & AVE A,NEW YORK,NY,"10009",40.72785,-73.982223,N  ,N  ,-----,------         
988804.449318686,205245.347701143,167814,NYP004220661,CON EDISON SERVICE BOX 2075,NY,------,Other,347 E 12TH ST & 1ST AVE,NEW YORK,NY,"10003",40.730026,-73.983567,N  ,N  ,-----,------         
988804.449318686,205245.347701143,270048,NYP004079141,CON EDISION - RTV6042,NY,------,Other,E12TH ST & 1ST AVE,NEW YORK,NY,"10003",40.730026,-73.983567,N  ,N  ,-----,------         
989078.18289761,205729.23383639,165822,NYR000234898,MTA NYCT - 1ST AVENUE STATION - L LINE,NY,------,SQG,1ST AVE & 14TH ST,NEW YORK,NY,"10009",40.731354,-73.982579,"2  ",N  ,H----,------         
989070.778633017,202567.925852011,285450,NYD986987782,VILLAGE VALET CLEANERS INC,NY,------,Other,46 AVE B,NEW YORK,NY,"10009",40.722677,-73.982608,N  ,N  ,-----,------         
989497.776763496,195607.105917853,286365,NYP004002911,CON ED MH 60356,NY,------,Other,PLYMOUTH ST & HUDSON AVE,NEW YORK,NY,11201-0000,40.703571,-73.981073,N  ,N  ,-----,------         
989554.735990304,205136.566041391,286845,NYP004084885,CON EDISION - MH305,NY,------,Other,AVE A & 13TH ST AVE A & 13TH S,NEW YORK,NY,"10003",40.729727,-73.98086,N  ,N  ,-----,------         
989632.197136306,198331.236808036,288424,NYP004091385,CON EDISION MH 76963,NY,------,Other,JACKSON ST & FDR DR,NEW YORK,NY,"10003",40.711048,-73.980586,N  ,N  ,-----,------         
988815.795057634,198034.867065913,288503,NYD982185001,BATTERY PARK CC WINTERGARDEN,NY,------,Other,120 MARGINAL ST,NEW YORK,NY,"10280",40.710235,-73.983531,N  ,N  ,-----,------         
989058.305371647,195627.05229956,288668,NYP004141578,CON EDISON MANHOLE 61653,NY,------,Other,PLYMOUTH ST & GOLD ST,BROOKLYN,NY,"11201",40.703626,-73.982658,N  ,N  ,-----,------         
989278.782708693,195384.45318888,290309,NYP004141883,CON EDISON MANHOLE 729,NY,------,Other,301 WATER ST,BROOKLYN,NY,"11201",40.70296,-73.981863,N  ,N  ,-----,------         
989555.913002964,194755.313841893,291742,NYP004042883,CON EDISON TM2470,NY,------,Other,YORK ST & HUDSON AVE,BROOKLYN,NY,"11205",40.701233,-73.980864,N  ,N  ,-----,------         
990466.742355674,199148.632055776,294231,NYP004011854,CON ED - MH 60651,NY,------,Other,FDR DR PROMENADE & GRAND ST,NEW YORK,NY,10002-0000,40.713291,-73.977575,N  ,N  ,-----,------         
989831.545102032,199460.708357182,294555,NY0001956069,DREW INDUSTRIAL DIV ASHLAND CA,NY,------,Other,26 LEWIS ST,NEW YORK,NY,"10002",40.714148,-73.979866,N  ,N  ,-----,------         
989426.738756124,204905.551804913,319171,NYP004106092,CON EDISON  - VS 6361,NY,------,Other,12TH ST. AND AVE A.,NEW YORK,NY,"10009",40.729093,-73.981322,N  ,N  ,-----,------         
989756.706592112,199410.049115124,322117,NYD044366821,SPECIAL TOUCH VALET CLEANERS,NY,------,VSQG,559 GRAND ST,NEW YORK,NY,"10002",40.714009,-73.980136,"3  ",N  ,H----,------         
990151.215851628,201590.664956782,322168,NYP004140893,CON EDISON GAS MAIN,NY,------,Other,SW COR E HOUSTON ST & COLUMBIA,NEW YORK,NY,"10004",40.719994,-73.978711,N  ,N  ,-----,------         
990235.337265947,203299.036100819,324800,NYP004291415,CON EDISON SERVICE BOX: 26039,NY,------,Other,E 8TH ST & AVE C SE COR,NEW YORK,NY,"10009",40.724683,-73.978406,N  ,N  ,-----,------         
990222.012655369,203379.91441749,324801,NYP004291423,CON EDISON SERVICE BOX: 26040,NY,------,Other,129 AVE C,NEW YORK,NY,"10009",40.724905,-73.978454,N  ,N  ,-----,------         
994302.581771346,194811.108801812,295842,NYR000115709,BRINKS INC,NY,------,VSQG,652 KENT AVE,BROOKLYN,NY,"11211",40.701382,-73.963745,"3  ",N  ,H----,------         
994714.578767758,194891.071968673,290951,NYP004045886,CONSOLIDATED EDISON INC - VS6183,NY,------,Other,HOOPER ST E 65 FEET OF 2ND ST,BROOKLYN,NY,"11211",40.701601,-73.962259,N  ,N  ,-----,------         
997493.946432584,194953.641242419,294883,NYP004046165,MH59599,NY,------,Other,MARCY AVE AND GRAND STREET,NEW YORK,NY,"11206",40.701769,-73.952235,N  ,N  ,-----,------         
997577.821097499,195206.896983351,25881,NYD987034030,LUDWIG INDUSTRIES INC,NY,------,VSQG,133 MIDDLETON ST,BROOKLYN,NY,11206-4826,40.702464,-73.951932,"3  ",N  ,H----,------         
998220.976474274,195403.998121901,289474,NYR000156547,NYCT - BROADWAY-LORIMER SUBSTATION,NY,------,Other,143 LORIMER ST,BROOKLYN,NY,"11206",40.703004,-73.949612,N  ,N  ,-----,------         
995241.370799202,195567.503106207,289283,NYP004142113,CON EDISON MANHOLE 61600,NY,------,Other,BEDFORD AVE & WILLIAMSBURG ST,BROOKLYN,NY,"11211",40.703457,-73.960358,N  ,N  ,-----,------         
994087.247238629,195907.655180644,294941,NYD986996551,NYCHA - TAYLOR WYTHE,NY,------,Other,626 WYTHE PL,BROOKLYN,NY,"11211",40.704392,-73.96452,N  ,N  ,-----,------         
998062.60477467,195979.913899049,283817,NYD000824201,SERVICE STATION,NY,------,Other,152 UNION AVE,BROOKLYN,NY,11206-2930,40.704585,-73.950182,N  ,N  ,-----,------         
995660.099771121,196037.319142008,283012,NYR000155697,NYSDOT BIN 1065470,NY,------,LQG,LEE AVE OVER I-278,BROOKLYN,NY,"11211",40.704746,-73.958847,"1  ",N  ,H----,------         
994787.806741191,196101.409906021,290939,NYP004086690,CON EDISION - MH 58284,NY,------,Other,F/O #3273 BEDFORD AVE F/O #327,BROOKLYN,NY,"10003",40.704923,-73.961993,N  ,N  ,-----,------         
998184.746840846,196206.961885408,172068,NYP000961722,VERIZON LOG 24051 MANHOLE 325,NY,------,Other,BROADWAY & BOERUM ST,BROOKLYN,NY,"11206",40.705208,-73.949741,N  ,N  ,-----,------         
998114.580755206,196240.804349626,294964,NYP004045894,CON EDISON V4745,NY,------,Other,BROADWAY & BEDFORD AVE,BROOKLYN,NY,"11206",40.705301,-73.949994,N  ,N  ,-----,------         
993484.045375808,196312.552910612,293959,NYP004009619,CON ED - MH 64824,NY,------,Other,WYTHE AVE 115 N/O 5 ST,BROOKLYN,NY,11211-0000,40.705504,-73.966695,N  ,N  ,-----,------         
997292.784088926,196755.51119313,286045,NYR000082115,MTA NYCT - HEWES ST STATION J-LINE,NY,------,Other,HEWES ST & BROADWAY,BROOKLYN,NY,"11211",40.706715,-73.952957,N  ,N  ,-----,------         
995642.753286866,196958.338960028,295372,NYR000155705,NYSDOT BIN 1065489,NY,------,LQG,MARCY DIVISION AVE OVER I-278,BROOKLYN,NY,"11211",40.707274,-73.958908,"1  ",N  ,H----,------         
995043.49150895,197232.040878709,26513,NYR000016485,MILTON CLEANERS,NY,------,SQG,346 ROBLING ST,BROOKLYN,NY,"11211",40.708026,-73.961069,"2  ",N  ,H----,------         
997164.389344768,196804.991322205,296407,NYR000035584,FRANKLINS FRENCH CLEANERS,NY,------,SQG,402 BROADWAY,BROOKLYN,NY,"11211",40.706851,-73.95342,"2  ",N  ,H----,------         
998027.112491795,196472.10438955,297893,NYR000040386,NYC FIRE DEPT ENGINE CO 216,NY,------,Other,187 UNION AVE,BROOKLYN,NY,11211-7417,40.705936,-73.950309,N  ,N  ,-----,------         
996351.997537999,195222.647829151,299956,NYP000930123,CON ED,NY,------,Other,LEE AVE & RUTLEDGE ST,BROOKLYN,NY,11211-0000,40.702509,-73.956353,N  ,N  ,-----,------         
996519.591098944,196076.358783032,319144,NYD982277097,GANZ FRENCH CLEANERS,NY,------,Other,247 HEWETT ST,BROOKLYN,NY,"11211",40.704852,-73.955747,N  ,N  ,-----,------         
994318.868264808,196318.351169974,321005,NYR000085449,NYCHA - INDEPENDENCE TOWER,NY,------,Other,114 TAYLOR ST,BROOKLYN,NY,"11211",40.705519,-73.963684,N  ,N  ,-----,------         
997406.549324962,195056.334779357,326125,NYP004302675,CON EDISON MANHOLE: 38061,NY,------,Other,MARCY AVE & MIDDLETON ST,BROOKLYN,NY,"11206",40.702051,-73.95255,N  ,N  ,-----,------         
998676.910820541,197091.116468769,275050,NYR000078014,BELL ATLANTIC,NY,------,VSQG,55 MESEROLE ST,BROOKLYN,NY,"11204",40.707634,-73.947964,"3  ",N  ,H----,------         
998779.47255976,194814.111422989,21663,NYR000016048,PFIZER INC BROOKLYN PLANT,NY,------,VSQG,73 GERRY ST,BROOKLYN,NY,11206-4308,40.701384,-73.947599,"3  ",N  ,H----,------         
998792.792148042,198953.280975487,215775,NYR000182238,CON EDISON - AINSLIE SUBSTATION SITE,NY,------,Other,34-50 AINSLIE ST,BROOKLYN,NY,"11201",40.712745,-73.947542,N  ,N  ,H----,------         
998821.060888202,198967.506880916,272646,NY0000277590,SAMS CLEANERS,NY,------,Other,171 AINSLIE ST,BROOKLYN,NY,"11211",40.712784,-73.94744,N  ,N  ,-----,------         
998884.937521403,201072.650816524,179240,NYP004223194,CON EDISON MANHOLE 71303,NY,------,Other,MEEKER & RICHARDSON,BROOKLYN,NY,"11204",40.718562,-73.947205,N  ,N  ,-----,------         
999161.250150904,199819.155705471,153904,NYR000093609,NYC DEPT OF EDUCATION - PS 132K,NY,------,SQG,320 MANHATTAN AVE,BROOKLYN,NY,"11211",40.715121,-73.946211,"2  ",N  ,H----,------         
999631.800531554,196151.731007892,270484,NYD987029188,MARS CLEANERS,NY,------,VSQG,80 MANHATTAN AVE,BROOKLYN,NY,"11206",40.705054,-73.944522,"3  ",N  ,H----,------         
1000898.20044723,201176.692600204,271770,NYD980527048,TRI STATE STEEL DRUM CORP,NY,------,Other,279 FROST ST,BROOKLYN,NY,11222-5601,40.718844,-73.939942,N  ,N  ,-----,------         
1001537.9262668,198927.760153655,270075,NYR000055566,GRAND AUTO REPAIRS CORP,NY,------,Other,916 GRAND ST,BROOKLYN,NY,"11211",40.71267,-73.93764,N  ,N  ,-----,------         
1002560.59621982,195293.219070118,614,NYP004219109,CON EDISON MANHOLE 629,NY,------,Other,FLUSHING AVE & EVERGREEN AVE,BROOKLYN,NY,"11207",40.702692,-73.933961,N  ,N  ,-----,------         
1002950.05965365,195783.905488244,270063,NYR000019158,FRANK BRUNCKHORST CO LLC,NY,------,Other,24 ROCK ST,BROOKLYN,NY,11206-3812,40.704038,-73.932555,N  ,N  ,-----,------         
1003028.20816996,199414.522759182,269637,NYD980526420,BAYSIDE FUEL OIL DEPOT CORP,NY,------,Other,1100 GRAND ST,BROOKLYN,NY,11211-1701,40.714003,-73.932263,N  ,N  ,-----,------         
1003450.70334568,196955.62019061,269928,NYR000078105,AMERICAN MEDICAL RESPONSE,NY,------,SQG,78 INGRAHAM ST,BROOKLYN,NY,11237-1406,40.707253,-73.930746,"2  ",N  ,H----,------         
1003574.05946729,196981.585739404,214198,NYD020592838,88 INGRAHAM REALTY CORP,NY,------,SQG,88 INGRAHAM ST,BROOKLYN,NY,"11206",40.707324,-73.930301,"2  ",N  ,H----,------         
1003920.34243955,197327.614288306,85231,NYP000963280,VERIZON MANHOLE 262 LOG 34293,NY,------,Other,JOHNSON & PORTER AVE,BROOKLYN,NY,"11237",40.708273,-73.929051,N  ,N  ,-----,------         
1004209.30583676,197913.694582367,272039,NYD982744815,WASTE MANAGEMENT OF NEW YORK LLC,NY,------,SQG,123 VARICK AVE,BROOKLYN,NY,"11237",40.709881,-73.928007,"2  ",N  ,H----,------         
1004837.02795117,197528.393353328,26747,NYD001502509,NEO-RAY PRODUCTIONS INC,NY,------,VSQG,537 JOHNSON AVE,BROOKLYN,NY,"11237",40.708822,-73.925744,"3  ",N  ,H----,------         
1005728.14935402,196838.395541767,70351,NYD987015260,GEORGE HIRN CO INC,NY,------,VSQG,413 TROUTMAN ST,BROOKLYN,NY,"11237",40.706926,-73.922532,"3  ",N  ,H----,------         
996281.394926245,197807.903231803,285638,NYR000155747,NYSDOT BIN 1065520,NY,------,LQG,S 4TH ST OVER I-278,BROOKLYN,NY,"11211",40.709605,-73.956603,"1  ",N  ,H----,------         
996065.639956209,197933.126729986,283919,NY2180010231,US POSTAL SERVICE,NY,------,Other,263 S 4TH ST,BROOKLYN,NY,11211-6219,40.709949,-73.957381,N  ,N  ,-----,------         
996591.009659565,197933.388975574,294160,NYP004136727,CON EDISON - MANHOLE 64803,NY,------,Other,RODNEY ST AND 3 ST,BROOKLYN,NY,"11211",40.709949,-73.955486,N  ,N  ,-----,------         
996330.341566066,198058.587264455,290107,NYR000155754,NYSDOT BIN 1065530,NY,------,LQG,S 3RD ST OVER I-278,BROOKLYN,NY,"11211",40.710293,-73.956426,"1  ",N  ,H----,------         
993448.424630712,198116.341082056,272626,NYR000080606,NYCDOT 413 WYETH AVE,NY,------,VSQG,WILLIAMSBURG BRIDGE,NEW YORK,NY,"11211",40.710455,-73.966821,"3  ",N  ,H----,------         
997169.737369756,198213.497140335,284688,NYD986903045,P V FRENCH CLEANERS,NY,------,Other,174 BORINQUEN PL,BROOKLYN,NY,"11211",40.710717,-73.953398,N  ,N  ,-----,------         
993500.203441942,198285.410390748,288732,NYD086230026,CAMREX RELIANCE PAINT CO,NY,------,Other,401 WYTHE AVE,BROOKLYN,NY,"11211",40.710919,-73.966634,N  ,N  ,-----,------         
997839.442202278,198390.564369334,274146,NYR000050740,MTA NYCT METROPOLITAN STATION,NY,------,Other,HOPE ST & UNION AVE,BROOKLYN,NY,"11211",40.711202,-73.950982,N  ,N  ,-----,------         
995041.030032563,198399.720209315,287963,NYD063856975,DEUTCH AUTO BODY WORKS,NY,------,Other,177-183 S 4TH ST,BROOKLYN,NY,11211-5301,40.711231,-73.961076,N  ,N  ,-----,------         
994952.282400277,198473.275628011,284624,NYR000029298,NEW DIAZ CLEANERS,NY,------,Other,788 DRIGGS AVE,BROOKLYN,NY,"11211",40.711433,-73.961396,N  ,N  ,-----,------         
993080.086276347,198571.981702814,283870,NY0000709444,NYSDOT WILLIAMSBURG BRIDGE,NY,------,Other,378 KENT AVE,BROOKLYN,NY,"11211",40.711706,-73.968149,N  ,N  ,-----,------         
997283.957666717,198730.908329731,283222,NYR000056754,D C CENTER CORP,NY,------,SQG,130 HOPE ST,BROOKLYN,NY,11211-3406,40.712137,-73.952985,"2  ",N  ,H----,------         
997147.368544308,199090.429863674,283762,NYP004008132,CON ED - MH 136,NY,------,Other,AINSLIE ST & RODNEY ST,BROOKLYN,NY,11211-0000,40.713124,-73.953477,N  ,N  ,-----,------         
997147.368544308,199090.429863674,296242,NYP004011813,CON ED MH 135,NY,------,Other,RODNEY ST & ANSLIE ST,BROOKLYN,NY,11211-0000,40.713124,-73.953477,N  ,N  ,-----,------         
997606.643631844,199253.17059313,293305,NY0000030577,R J ROMANO CO INC,NY,------,Other,WILLIAMSBURG BRIDGE,BROOKLYN,NY,"11211",40.71357,-73.95182,N  ,N  ,-----,------         
998097.790927041,199419.945870612,185206,NYR000160317,METRO CLEANERS,NY,------,SQG,568 METROPOLITAN AVE,BROOKLYN,NY,"11211",40.714027,-73.950048,"2  ",N  ,H----,------         
998291.013023773,199424.064808848,290434,NYR000147157,NYCT - LORIMER STREET STATION - L LINE,NY,------,LQG,LORIMER ST & METROPOLITAN AVE,BROOKLYN,NY,"11211",40.714038,-73.949351,"1  ",N  ,H----,------         
997186.530350658,199472.998373816,284654,NYP004146817,CON EDISON MANHOLE 61602,NY,------,Other,MEEKER AVE & N 6TH ST,BROOKLYN,NY,"11207",40.714174,-73.953335,N  ,N  ,-----,------         
993877.308708658,199516.632132356,293586,NY0000075317,SPECTRONICS ELECTROPLATING CORP,NY,------,Other,66 S 2ND ST,BROOKLYN,NY,11211-5121,40.714298,-73.965272,N  ,N  ,-----,------         
994566.633517572,199812.388954942,286183,NYP000928838,CON ED-MH 14029,NY,------,Other,GRAND ST & BERRY ST,BROOKLYN,NY,11211-0000,40.715109,-73.962785,N  ,N  ,-----,------         
994096.377781005,200040.992853474,296225,NYP004090866,CON EDISION - VS9095,NY,------,Other,GRAND AVE & 57TH ST 350 FEET N,MASPETH,NY,"10003",40.715737,-73.964481,N  ,N  ,-----,------         
993680.253271997,200100.94159786,290349,NYD986899862,NYSDOT - B Q E BRIDGES,NY,------,Other,KENT AVE & GRAND ST,BROOKLYN,NY,"11211",40.715902,-73.965982,N  ,N  ,-----,------         
994474.188864271,200122.031172778,293961,NYD981563737,GARCIA-RIVERA PROPERTY,NY,------,Other,98 N 1ST ST,BROOKLYN,NY,11211-3936,40.715959,-73.963118,N  ,N  ,-----,------         
994315.253416793,200341.29187012,294381,NYR000155671,NYSDOT BIN 1065459,NY,------,LQG,I-278 OVER WYTHE AVE,BROOKLYN,NY,"11211",40.716561,-73.963691,"1  ",N  ,H----,------         
993880.796615112,200503.970965131,287299,NYR000130633,CON EDISON- #7 FUEL OIL PIPELINE REMOVAL,NY,------,SQG,N 1ST & KENT AVE TO FRANKLIN,BROOKLYN,NY,"11211",40.717008,-73.965258,"2  ",N  ,H----,------         
997164.075553191,200512.058825623,288276,NYR000156455,261 DEVELOPMENT GROUP,NY,------,LQG,261 N 9TH ST,BROOKLYN,NY,"11211",40.717026,-73.953414,"1  ",N  ,H----,------         
997727.002322091,200670.121135142,290498,NYD044359347,P & G PHOTO ENGRAVING CO INC,NY,------,Other,17 FROST ST,BROOKLYN,NY,"11211",40.717459,-73.951383,N  ,N  ,-----,------         
995967.493631761,200803.279169796,165135,NYR000234880,MTA NYCT - CANARSIE TUBE,NY,------,SQG,14TH ST & 1ST AVE TO BEDFORD AVE & N 7TH ST,NEW YORK,NY,"10009",40.717827,-73.95773,"2  ",N  ,H----,------         
995020.231856188,200903.394323833,270902,NYD986972156,MERIT SCREEN PRINTING,NY,------,Other,80 N FIFTH ST,BROOKLYN,NY,11211-3125,40.718103,-73.961147,N  ,N  ,-----,------         
997606.643631844,199253.17059313,296433,NY2200599999,US CUSTOMS SERVICE,NY,------,Other,BLDG 77 NAVY YARD BROOKLYN,BROOKLYN,NY,"11211",40.71357,-73.95182,N  ,N  ,-----,------         
993890.939825505,200788.882041287,297207,NYP004110672,CON EDISON  - VS 1433,NY,------,Other,METROPOLITAN AVE. & RIVER ST.,BROOKLYN,NY,"11206",40.71779,-73.965221,N  ,N  ,-----,------         
997309.316122167,199003.077257259,297287,NYP004131983,CON EDISON - VAULT 3,NY,------,Other,34-50 AINSLIE ST,BROOKLYN,NY,"11201",40.712884,-73.952893,N  ,N  ,-----,------         
993689.874573612,199598.897043271,298975,NYD001287945,DOMINO SUGAR CORP,NY,------,Other,49 S SECOND ST,BROOKLYN,NY,11211-5187,40.714524,-73.965948,N  ,N  ,-----,------         
996330.341566066,198058.587264455,299896,NYR000155853,NYSDOT BIN 1076459,NY,------,LQG,S 3RD ST OVER I-278,BROOKLYN,NY,"11211",40.710293,-73.956426,"1  ",N  ,H----,------         
996370.470233577,199861.317195812,300222,NYR000066514,BROTHERS CLEANERS,NY,------,Other,122 ROEBLING ST,BROOKLYN,NY,"11211",40.715241,-73.956278,N  ,N  ,-----,------         
995469.879398565,198470.231201672,300675,NYP004088779,CON EDISION - MH62,NY,------,Other,S.W.C. ROEBLING ST. & SO 3RD S,NEW YORK,NY,"10003",40.711424,-73.959529,N  ,N  ,-----,------         
994605.320552173,198805.758757627,319966,NYR000155689,NYSDOT BIN 1065460,NY,------,LQG,BEDFORD AVE OVER I-278,BROOKLYN,NY,"11211",40.712346,-73.962647,"1  ",N  ,H----,------         
993957.660791124,199621.955951801,320172,NYD986987626,303 WYTHE LLC-B CONTRACTORS GROUP LLC,NY,------,LQG,303 WYTHE AVE,BROOKLYN,NY,"11211",40.714587,-73.964982,"1  ",N  ,H----,------         
996912.038291664,205382.309800825,320447,NYD040805574,MANHATTAN AVENUE FRENCH DRY CLEANERS,NY,------,VSQG,905 MANHATTAN AVE,BROOKLYN,NY,"11222",40.730394,-73.954314,"3  ",N  ,H----,------         
995049.096292661,200203.891233449,321225,NYP000928507,CON ED - TM 902,NY,------,Other,129-33 N 3 ST,BROOKLYN,NY,11235-0000,40.716183,-73.961044,N  ,N  ,-----,------         
993707.679216926,198021.350766246,321302,NYD986973691,NYSDOT - CONTRACT BRC253A,NY,------,Other,60 BROADWAY 7TH FL,BROOKLYN,NY,"11211",40.710194,-73.965886,N  ,N  ,-----,------         
994041.187600233,198731.200219784,322558,NYD986945715,KARL & GAIL INC,NY,------,Other,338 BERRY ST,BROOKLYN,NY,11211-5110,40.712142,-73.964682,N  ,N  ,-----,------         
996893.200920021,200057.594810925,322719,NYD063866545,PURITAN LIGHTING FIXTURE CO,NY,------,Other,255 N 7TH ST,BROOKLYN,NY,11211-2108,40.715779,-73.954392,N  ,N  ,-----,------         
996275.654273886,199876.207464914,322910,NYR000011155,NYC BD OF ED - PUBLIC SCHOOL 17 BKLYN,NY,------,VSQG,208 N 5TH ST,BROOKLYN,NY,"11211",40.715282,-73.95662,"3  ",N  ,H----,------         
993692.567052756,198383.12546315,323203,NYR000163725,NYCT - BROADWAY & S 6TH ST SUBSTATION,NY,------,SQG,70 S 6TH ST,BROOKLYN,NY,"11211",40.711187,-73.96594,"2  ",N  ,H----,------         
995608.103487934,204622.39509152,326123,NYP004300216,CON EDISON MANHOLE: 04334,NY,------,Other,WEST ST & NOBLE ST,BROOKLYN,NY,"11222",40.72831,-73.95902,N  ,N  ,-----,------         
998119.331695162,202468.318004583,326536,NYP004345609,CON EDISON SERVICE BOX: 15058,NY,------,Other,568 MANHATTAN AVE,BROOKLYN,NY,"11206",40.722394,-73.949964,N  ,N  ,-----,------         
993737.997124036,200595.725969695,326933,NYR000093781,NEW YORK POWER AUTHORITY - KENT SCPP,NY,------,VSQG,N 1ST ST & RIVER ST,BROOKLYN,NY,"11211",40.71726,-73.965773,"3  ",N  ,H----,------         
988856.800057504,201068.6601353,179884,NYP004222204,CON EDISON SERVICE BOX 40415,NY,------,Other,RIVINGTON ST & RIDGE ST SE COR,NEW YORK,NY,"10002",40.718562,-73.983381,N  ,N  ,-----,------         
989326.264280759,201636.382813232,176312,NYP004235909,CON EDISON SERVICE BOX 42820,NY,------,Other,131 PITT ST,NEW YORK,NY,"10002",40.72012,-73.981687,N  ,N  ,-----,------         
989333.744234887,201657.151280741,153432,NYP004235925,CON EDISON SERVICE BOX 42822,NY,------,Other,139 PITT ST,NEW YORK,NY,"10002",40.720177,-73.98166,N  ,N  ,-----,------         
989381.338134294,202051.73230845,179785,NYP004222295,CON EDISON SERVICE BOX 600,NY,------,Other,250 E 2ND ST,NEW YORK,NY,"10009",40.72126,-73.981488,N  ,N  ,-----,------         
989393.869317278,201782.494051301,176892,NYP004235917,CON EDISON SERVICE BOX 42821,NY,------,Other,135 PITT ST,NEW YORK,NY,"10002",40.720521,-73.981443,N  ,N  ,-----,------         
989801.872497779,200706.714161356,179883,NYP004222196,CON EDISON SERVICE BOX 30426,NY,------,Other,COLUMBIA ST & RIVINGTON ST,NEW YORK,NY,"10002",40.717568,-73.979972,N  ,N  ,-----,------         
989880.104422215,201640.149183063,173253,NYP004215943,CON EDISON MANHOLE 37171,NY,------,Other,E HOUSTON ST & SHERIFF ST,NEW YORK,NY,"10002",40.72013,-73.979689,N  ,N  ,-----,------         
990151.215851628,201590.664956782,170290,NYP004235487,CON EDISON GAS MAIN NA,NY,------,Other,E HOUSTON & AVE D,NEW YORK,NY,"10002",40.719994,-73.978711,N  ,N  ,-----,------         
989032.885732634,200761.563199003,269210,NYR000102947,NYCHA GOMPERS HOUSES,NY,------,Other,50 PITT ST,NEW YORK,NY,"10002",40.717719,-73.982746,N  ,N  ,-----,------         
989867.569082396,200714.38034228,273497,NYD986887560,NYCHA - BARUCH HOUSES,NY,------,Other,100 COLUMBIA ST,NEW YORK,NY,10002-1901,40.717589,-73.979735,N  ,N  ,-----,------         
990701.49974169,202457.550378566,274329,NYD981559552,PEPE CLEANERS,NY,------,Other,83 AVE D,NEW YORK,NY,10009-6050,40.722373,-73.976725,N  ,N  ,-----,------         
1009573.19447471,203110.061149935,274370,NYR000106534,ART KRAFT STRAUSS SIGN CORP,NY,------,SQG,56-41 55TH AVE,MASPETH,NY,"11378",40.72413,-73.90864,"2  ",N  ,H----,------         
1009059.81492129,202336.418728973,274620,NYD982185027,NYCDOT,NY,------,SQG,58-50 57TH RD,MASPETH,NY,"11378",40.722008,-73.910495,"2  ",N  ,H----,------         
991376.947134103,202662.859034192,285825,NYR000053249,NYCHA - RIIS,NY,------,Other,1017 FDR DR,NEW YORK,NY,"10009",40.722936,-73.974288,N  ,N  ,-----,------         
990088.183432112,202038.412922302,286750,NYD981559503,AVENUE D CLEANERS,NY,------,Other,311 E 3RD ST,NEW YORK,NY,"10009",40.721223,-73.978938,N  ,N  ,-----,------         
995012.164267864,201590.883937857,288296,NYR000017129,NYCTA - 7TH STREET FAN PLANT,NY,------,VSQG,N 7TH & KENT ST,BROOKLYN,NY,"11212",40.71999,-73.961175,"3  ",N  ,H----,------         
