X,Y,fid,ID_NUMBER,FACILITY_NAME,ACTIVITY_LOCATION,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,TRANSPORTER,ACTIVE_SITE,OPERATING_TSDF
988906.845726645,203163.940019643,371937,NYP004244695,CON EDISON SERVICE BOX 1026,NY,------,Other,526 E 5TH ST,NEW YORK,NY,"10009",40.724313,-73.983199,N  ,N  ,-----,------         
988932.344822274,203171.595930427,368036,NYP004244976,CON EDISON SERVICE BOX 1018,NY,------,Other,527 E 5TH ST,NEW YORK,NY,"10009",40.724334,-73.983107,N  ,N  ,-----,------         
988910.168009149,203183.978901069,368035,NYP004244968,CON EDISON SERVICE BOX 1017,NY,------,Other,523-525 E 5TH ST,NEW YORK,NY,"10009",40.724368,-73.983187,N  ,N  ,-----,------         
988849.740532491,203195.625887768,371938,NYP004244703,CON EDISON SERVICE BOX 1024,NY,------,Other,520 E 5TH ST,NEW YORK,NY,"10009",40.7244,-73.983405,N  ,N  ,-----,------         
989340.897157951,203224.871259894,498219,NYP004290136,CON EDISON SERVICE BOX: 1177,NY,------,Other,E 6TH ST & AVE B,NEW YORK,NY,"10009",40.72448,-73.981633,N  ,N  ,-----,------         
989340.897157951,203224.871259894,533204,NYP004234795,CON EDISON MANHOLE 25536,NY,------,Other,E 6 ST & AVE B NW COR,NEW YORK,NY,"10009",40.72448,-73.981633,N  ,N  ,-----,------         
988783.487532595,203232.775139673,380321,NYP004245478,CON EDISON SERVICE BOX 1023,NY,------,Other,514 E 5TH ST,NEW YORK,NY,"10009",40.724502,-73.983644,N  ,N  ,-----,------         
988761.588098882,203244.793967002,371939,NYP004244711,CON EDISON SERVICE BOX 1023,NY,------,Other,512 E 5TH ST,NEW YORK,NY,"10009",40.724535,-73.983723,N  ,N  ,-----,------         
988843.698431239,202903.066466381,638089,NYP004245270,CON EDISON SERVICE BOX 909,NY,------,Other,216-218 E 4TH ST,NEW YORK,NY,"10009",40.723597,-73.983427,N  ,N  ,-----,------         
989119.922845923,202162.070455615,692891,NYP004293528,CON EDISON SERVICE BOX: 603,NY,------,Other,229 E 2ND ST,NEW YORK,NY,"10009",40.721563,-73.982431,N  ,N  ,-----,------         
989097.067095003,202787.987379858,712800,NYP004203923,CON EDISON,NY,------,Other,234 E 4TH ST & AVE B,NEW YORK,NY,"10002",40.723281,-73.982513,N  ,N  ,-----,------         
988641.774021474,202124.452304151,754287,NYP004725578,CON EDISON,NY,------,Other,287 E HOUSTON ST,NEW YORK,NY,"10002",40.72146,-73.984156,N  ,N  ,-----,------         
988975.426926349,202564.627961762,816163,NYP004409207,CON EDISON SERVICE BOX: 728,NY,------,Other,217 3RD ST & AVE B,NEW YORK,NY,"10009",40.722668,-73.982952,N  ,N  ,-----,------         
988811.112992512,202258.557796049,819967,NYP004175980,CON EDISON - SERVICE BOX 1919,NY,------,Other,E 11 ST AVE B,NEW YORK,NY,"10009",40.721828,-73.983545,N  ,N  ,-----,------         
988971.331872437,202244.744098829,833329,NYP004846174,CON EDISON,NY,------,Other,215 E 2ND ST,NEW YORK,NY,"10009",40.72179,-73.982967,N  ,N  ,-----,------         
988787.424323704,202934.388304862,836025,NYP004245254,CON EDISON SERVICE BOX 907,NY,------,Other,210-212 E 4TH ST,NEW YORK,NY,"10009",40.723683,-73.98363,N  ,N  ,-----,------         
988637.169201452,203054.954190713,841445,NYP004245353,CON EDISON SERVICE BOX 897,NY,------,Other,197 E 4TH ST FRONT OF,NEW YORK,NY,"10009",40.724014,-73.984172,N  ,N  ,-----,------         
988718.559691944,202105.885540711,858841,NYP005088196,CON EDISON - MANHOLE 37133,NY,------,Other,E HOUSTON ST & CLINTON ST INT,NEW YORK,NY,"10009",40.721409,-73.983879,N  ,N  ,-----,------         
990774.253510921,201975.195079472,498753,NYP004199014,CON EDISON - MANHOLE 25684,NY,------,Other,E/S AVE  D  40`  N/O E. 5 ST,NEW YORK,NY,"10001",40.721049,-73.976463,N  ,N  ,-----,------         
990406.949645754,202061.445086595,420353,NYP004290276,CON EDISON SERVICE BOX: 25677,NY,------,Other,4TH ST & AVE D,NEW YORK,NY,"10009",40.721286,-73.977788,N  ,N  ,-----,------         
990406.949645754,202061.445086595,420352,NYP004290268,CON EDISON SERVICE BOX: 25676,NY,------,Other,4TH ST & AVE D,NEW YORK,NY,"10009",40.721286,-73.977788,N  ,N  ,-----,------         
991245.42516148,202174.980693338,381167,NYP004249056,CON EDISON MANHOLE 68370,NY,------,Other,E 6TH ST & FDR,NEW YORK,NY,"10001",40.721597,-73.974763,N  ,N  ,-----,------         
991249.299188082,202197.934698448,459756,NYR000225813,NYCDOT HOUSTON STREET OVER FDR DRIVE BIN 2232040,NY,------,LQG,HOUSTON ST OVER FDR DR,NEW YORK,NY,"10009",40.72166,-73.974749,"1  ",N  ,H----,------         
990438.511678617,202209.371736406,378043,NYP004291050,CON EDISON SERVICE BOX: 25673,NY,------,Other,51 AVE D,NEW YORK,NY,"10009",40.721692,-73.977674,N  ,N  ,-----,------         
990530.519696942,202284.083470103,420354,NYP004290284,CON EDISON SERVICE BOX: 25680,NY,------,Other,5TH ST & AVE D,NEW YORK,NY,"10009",40.721897,-73.977342,N  ,N  ,-----,------         
990560.695506815,202429.095277714,399665,NYP004249668,CON EDISON SERVICE BOX 25681,NY,------,Other,67 AVE D,NEW YORK,NY,"10009",40.722295,-73.977233,N  ,N  ,-----,------         
990611.402776246,202498.331581482,373162,NYP004297057,CON EDISON SERVICE BOX: 1202,NY,------,Other,816 E 6TH ST FRONT OF,NEW YORK,NY,"10009",40.722485,-73.97705,N  ,N  ,-----,------         
990652.980761748,202499.071244078,448962,NYP004372959,CON EDISON VAULT: 3783,NY,------,Other,277 FEET E OF E 6TH ST & AVE D,NEW YORK,NY,"10009",40.722487,-73.9769,N  ,N  ,-----,------         
990404.865280165,202625.794027251,503764,NYP004290821,CON EDISON SERVICE BOX: 1184,NY,------,Other,740 E 6TH ST OPPOSITE,NEW YORK,NY,"10009",40.722835,-73.977795,N  ,N  ,-----,------         
990593.578157983,202820.031627165,425154,NYP004431979,CON EDISON SERVICE BOX: 76245,NY,------,Other,273 E 7TH ST,NEW YORK,NY,"10009",40.723368,-73.977114,N  ,N  ,-----,------         
990493.500520321,202874.655250293,420861,NYP004290623,CON EDISON SERVICE BOX: 1305,NY,------,Other,263 E 7TH ST,NEW YORK,NY,"10009",40.723518,-73.977475,N  ,N  ,-----,------         
990387.601656547,202932.556789213,420860,NYP004290615,CON EDISON SERVICE BOX: 1303,NY,------,Other,253 E 7TH ST,NEW YORK,NY,"10009",40.723677,-73.977857,N  ,N  ,-----,------         
990319.959765983,202969.337158835,420859,NYP004290318,CON EDISON SERVICE BOX: 1302,NY,------,Other,247 E 7TH ST FRONT OF,NEW YORK,NY,"10009",40.723778,-73.978101,N  ,N  ,-----,------         
990769.824082905,202980.020167,378890,NYP004292595,CON EDISON SERVICE BOX: 1404,NY,------,Other,400 E 8TH ST FRONT OF,NEW YORK,NY,"10009",40.723807,-73.976478,N  ,N  ,-----,------         
990991.543308207,203075.535964155,377138,NYP004291456,CON EDISON MANHOLE: 25907,NY,------,Other,124 AVE D,NEW YORK,NY,"10009",40.724069,-73.975678,N  ,N  ,-----,------         
990652.980761748,202499.071244078,514860,NYP004813255,CON EDISON,NY,------,Other,890 6TH ST & AVENUE D,NEW YORK,NY,"10009",40.722487,-73.9769,N  ,N  ,-----,------         
991266.446396591,202330.92066389,579261,NYR000117549,NYCHA - RIIS HOUSES,NY,------,Other,819 FDR DR,NEW YORK,NY,"10009",40.722025,-73.974687,N  ,N  ,-----,------         
990427.244410498,202910.707015737,589873,NYP004290714,CON EDISON SERVICE BOX: 1304,NY,------,Other,257 E 7TH ST,NEW YORK,NY,"10009",40.723617,-73.977714,N  ,N  ,-----,------         
990361.776998532,202022.814463545,601674,NYP004297081,CON EDISON SERVICE BOX: 25664,NY,------,Other,35 AVENUE D FRONT OF,NEW YORK,NY,"10009",40.72118,-73.977951,N  ,N  ,-----,------         
991249.299188082,202197.934698448,676384,NYR000115386,CON EDISON - EAST RIVER PROMENADE,NY,------,SQG,EAST RIVER PARK BETWEEN FDR DR,NEW YORK,NY,"10009",40.72166,-73.974749,"2  ",N  ,H----,------         
990427.244410498,202910.707015737,685915,NYP004249023,CON EDISON SERVICE BOX 1304,NY,------,Other,257 E 7TH ST,NEW YORK,NY,"10009",40.723617,-73.977714,N  ,N  ,-----,------         
990474.100585137,202863.355958363,691960,NYP004290755,CON EDISON SERVICE BOX: 1313,NY,------,Other,262 E 7TH ST,NEW YORK,NY,"10009",40.723487,-73.977545,N  ,N  ,-----,------         
990408.588243595,202157.629009057,692853,NYP004291100,CON EDISON SERVICE BOX: 25672,NY,------,Other,45 AVE D,NEW YORK,NY,"10009",40.72155,-73.977782,N  ,N  ,-----,------         
990530.519696942,202284.083470103,693332,NYP004282901,CON EDISON SERVICE BOX: 25681,NY,------,Other,AVE D & 5TH ST W,NEW YORK,NY,"10009",40.721897,-73.977342,N  ,N  ,-----,------         
990652.980761748,202499.071244078,693333,NYP004282927,CON EDISON SERVICE BOX: 25683,NY,------,Other,AVE D & 6TH ST SW,NEW YORK,NY,"10009",40.722487,-73.9769,N  ,N  ,-----,------         
990987.178586087,202824.145964964,694166,NYP004292975,CON EDISON SERVICE BOX: 25540,NY,------,Other,108 AVE B FRONT OF,NEW YORK,NY,"10009",40.723379,-73.975694,N  ,N  ,-----,------         
990655.127750367,202764.669495169,703454,NYP004249205,CON EDISON SERVICE BOX 1316,NY,------,Other,280 E 7TH ST,NEW YORK,NY,"10009",40.723216,-73.976892,N  ,N  ,-----,------         
990535.089636219,202830.217600992,703455,NYP004249213,CON EDISON MANHOLE 1314,NY,------,Other,268 E 7TH ST,NEW YORK,NY,"10009",40.723396,-73.977325,N  ,N  ,-----,------         
991244.030336926,202205.584131931,711884,NYR000044891,NYCHA - RIIS HOUSES,NY,------,VSQG,747 FDR DR,NEW YORK,NY,"10009",40.721681,-73.974768,"3  ",N  ,H----,------         
990826.136585513,202816.814910129,756483,NYR000188565,RITE AID #03771,NY,------,Other,85 AVE D,NEW YORK,NY,"10009",40.723359,-73.976275,N  ,N  ,-----,------         
990826.136585513,202816.814910129,795052,NYP005067917,CON EDISON - MANHOLE 55235,NY,------,Other,131 AVE D,NEW YORK,NY,"10009",40.723359,-73.976275,N  ,N  ,-----,------         
990652.979698113,202503.078890368,799610,NYP005042585,CON EDISON - TRANSFORMER MANHOLE TM2865,NY,------,Other,AVE D & E 6TH ST INT,NEW YORK,NY,"10009",40.722498,-73.9769,N  ,N  ,-----,------         
991245.42516148,202174.980693338,822262,NYP004163333,CON EDISON,NY,------,Other,FDR DR & E 6TH  ST,NEW YORK,NY,"10009",40.721597,-73.974763,N  ,N  ,-----,------         
990319.959765983,202969.337158835,825980,NYP004290656,CON EDISON SERVICE BOX: 1311,NY,------,Other,247 E 7TH ST,NEW YORK,NY,"10009",40.723778,-73.978101,N  ,N  ,-----,------         
990913.694405534,202934.15369171,828214,NYP004291472,CON EDISON SERVICE BOX: 25708,NY,------,Other,112 AVE D,NEW YORK,NY,"10009",40.723681,-73.975959,N  ,N  ,-----,------         
990353.512308465,202916.15321786,828217,NYP004290748,CON EDISON SERVICE BOX: 1312,NY,------,Other,256 E 7TH ST,NEW YORK,NY,"10009",40.723632,-73.97798,N  ,N  ,-----,------         
991249.299188082,202197.934698448,855279,NYP005083936,CON EDISON - MANHOLE 62324,NY,------,Other,749 FDR DR,NEW YORK,NY,"10009",40.72166,-73.974749,N  ,N  ,-----,------         
1000639.2922753,201996.990253579,433274,NYP004451175,CON EDISON SERVICE BOX: 42819,NY,------,Other,136 KINGSLAND,BROOKLYN,NY,"11222",40.721096,-73.940874,N  ,N  ,-----,------         
999569.305226528,202027.622280208,450660,NYP004528543,CON EDISON SERVICE BOX: 13782,NY,------,Other,527 HUMBOLDT ST,BROOKLYN,NY,"11222",40.721182,-73.944734,N  ,N  ,-----,------         
999840.636363076,202091.5534469,421834,NYP004512414,CON EDISON SERVICE BOX: 41587,NY,------,Other,20 RUSSELL ST,BROOKLYN,NY,"11222",40.721357,-73.943755,N  ,N  ,-----,------         
998678.919102334,202096.66262748,502021,NYP004293221,CON EDISON MANHOLE: 4910,NY,------,Other,ECKFORD ST & ENGERT AVE,BROOKLYN,NY,"11222",40.721373,-73.947946,N  ,N  ,-----,------         
1000181.44608729,202300.172839191,475875,NYP004520714,CON EDISON SERVICE BOX: 12479,NY,------,Other,187 ENGERT ST,BROOKLYN,NY,"11222",40.721929,-73.942525,N  ,N  ,-----,------         
998657.710291459,202335.651427403,526153,NYP004744868,CON EDISON,NY,------,Other,64 ECKFORD ST,BROOKLYN,NY,"11222",40.722029,-73.948022,N  ,N  ,-----,------         
1000481.61100911,202348.099575627,453305,NYP004520789,CON EDISON SERVICE BOX: 36309,NY,------,Other,621 MEEKER AVE,BROOKLYN,NY,"11222",40.72206,-73.941442,N  ,N  ,-----,------         
999057.656068484,202399.650728832,484863,NYP004752077,CON EDISON,NY,------,Other,MCGUINESS AVE & BROOME ST,BROOKLYN,NY,"11222",40.722204,-73.946579,N  ,N  ,-----,------         
999430.175001208,202436.678880762,451548,NYP004556643,CON EDISON SERVICE BOX: 61175,NY,------,Other,46 BROOME ST,BROOKLYN,NY,"11222",40.722305,-73.945235,N  ,N  ,-----,------         
1000296.65533697,202453.99678206,474130,NYP004526034,CON EDISON SERVICE BOX: 15391,NY,------,Other,85 MONITOR ST,BROOKLYN,NY,"11222",40.722351,-73.942109,N  ,N  ,-----,------         
999518.030455768,202457.865341738,459113,NYP004186177,CON EDISON - MANHOLE 4404,NY,------,Other,676 HUMBOLDT ST & BROOME ST,BROOKLYN,NY,"11222",40.722363,-73.944918,N  ,N  ,-----,------         
999781.038255505,202526.526915651,724694,NYP004519682,CON EDISON SERVICE BOX: 41583,NY,------,Other,58 RUSSELL ST,BROOKLYN,NY,"11222",40.722551,-73.943969,N  ,N  ,-----,------         
999757.720914967,202578.975707528,436871,NYP004578050,CON EDISON SERVICE BOX: 41585,NY,------,Other,65 RUSSELL ST,BROOKLYN,NY,"11222",40.722695,-73.944053,N  ,N  ,-----,------         
999108.796334611,202627.389238089,721699,NYP004474300,CON EDISON SERVICE BOX: 8299,NY,------,Other,205 DRIGGS AVE,BROOKLYN,NY,"11222",40.722829,-73.946394,N  ,N  ,-----,------         
999140.669857153,202632.145128076,425839,NYP004558888,CON EDISON SERVICE BOX: 8299,NY,------,Other,201 DRIGGS AVE,BROOKLYN,NY,"11222",40.722842,-73.946279,N  ,N  ,-----,------         
999136.506240003,202641.615187064,619955,NYP004184164,CON EDISON,NY,------,Other,40 NEWELL ST & DRIGGS AVE,BROOKLYN,NY,"11222",40.722868,-73.946294,N  ,N  ,-----,------         
999219.094224625,202663.525993154,491930,NYP004780011,CON EDISON,NY,------,Other,192 DRIGGS AVE,BROOKLYN,NY,"11222",40.722928,-73.945996,N  ,N  ,-----,------         
999749.867128318,202723.610287847,456977,NYP004186151,CON EDISON - MANHOLE 41582,NY,------,Other,111 RUSSELL ST & DRIGGS AVE,BROOKLYN,NY,"11222",40.723092,-73.944081,N  ,N  ,-----,------         
1000671.43609137,202830.602444185,439310,NYP004517991,CON EDISON SERVICE BOX: 12450,NY,------,Other,49 DRIGGS AVE,BROOKLYN,NY,"11222",40.723384,-73.940756,N  ,N  ,-----,------         
999475.359796012,202872.812063884,471186,NYP004519757,CON EDISON SERVICE BOX: 13775,NY,------,Other,634 HUMBOLDT ST,BROOKLYN,NY,"11222",40.723502,-73.945071,N  ,N  ,-----,------         
999226.062041679,203050.086060431,483903,NYP004748513,CON EDISON,NY,------,Other,35 DIAMOND ST,BROOKLYN,NY,"11222",40.723989,-73.94597,N  ,N  ,-----,------         
999436.161782847,203056.410550573,432098,NYP004513610,CON EDISON SERVICE BOX: 13774,NY,------,Other,625 HUMBOLD ST,BROOKLYN,NY,"11222",40.724006,-73.945212,N  ,N  ,-----,------         
998735.148429868,203091.685527912,514566,NYP004826077,CON EDISON,NY,------,Other,46 MCGUINNESS BLVD,BROOKLYN,NY,"11222",40.724104,-73.947741,N  ,N  ,-----,------         
1000239.68254065,203099.918893549,439098,NYP004442356,CON EDISON SERVICE BOX: 15387,NY,------,Other,152 MONITOR ST,BROOKLYN,NY,"11222",40.724124,-73.942313,N  ,N  ,-----,------         
999203.578393605,203101.807247123,722430,NYP004443735,CON EDISON SERVICE BOX: 8061,NY,------,Other,43 DIAMOND ST,BROOKLYN,NY,"11222",40.724131,-73.946051,N  ,N  ,-----,------         
1000230.49254658,203165.128179304,453720,NYP004490256,CON EDISON SERVICE BOX: 15387,NY,------,Other,154 MONITOR ST,BROOKLYN,NY,"11222",40.724303,-73.942346,N  ,N  ,-----,------         
1000475.48279671,203220.669474592,475902,NYP004525382,CON EDISON SERVICE BOX: 12689,NY,------,Other,231 KINGSLAND AVE,BROOKLYN,NY,"11222",40.724455,-73.941462,N  ,N  ,-----,------         
1000217.95915638,203256.567139789,439099,NYP004442364,CON EDISON SERVICE BOX: 15385,NY,------,Other,158 MONITOR ST,BROOKLYN,NY,"11222",40.724554,-73.942391,N  ,N  ,-----,------         
999115.287256359,203342.211728036,464042,NYP004741120,CON EDISON,NY,------,Other,62 DIAMOND ST,BROOKLYN,NY,"11234",40.724791,-73.946369,N  ,N  ,-----,------         
1000200.96893852,203381.52168161,454551,NYP004519724,CON EDISON SERVICE BOX: 65906,NY,------,Other,165 MONITOR ST,BROOKLYN,NY,"11222",40.724897,-73.942452,N  ,N  ,-----,------         
1000447.34685619,203431.234305823,475901,NYP004525374,CON EDISON SERVICE BOX: 12688,NY,------,Other,255 KINGSLAND AVE,BROOKLYN,NY,"11222",40.725033,-73.941563,N  ,N  ,-----,------         
999385.754467749,203436.376836567,486931,NYP004742136,CON EDISON,NY,------,Other,663 HUMBOLDT ST,BROOKLYN,NY,"11222",40.725049,-73.945393,N  ,N  ,-----,------         
1000191.49790097,203452.924441331,451521,NYP004574851,CON EDISON SERVICE BOX: 15384,NY,------,Other,169 MONITER ST,BROOKLYN,NY,"11222",40.725093,-73.942486,N  ,N  ,-----,------         
998758.48357046,203467.689703182,558850,NYP004824823,CON EDISON,NY,------,Other,81 NEWELL ST,BROOKLYN,NY,"11222",40.725136,-73.947656,N  ,N  ,-----,------         
1000188.99156186,203470.775040917,494644,NYP004785655,CON EDISON,NY,------,Other,170 MONITOR ST,BROOKLYN,NY,"11222",40.725142,-73.942495,N  ,N  ,-----,------         
999852.62369297,201985.90505406,728701,NYP004519708,CON EDISON SERVICE BOX: 41588,NY,------,Other,10 RUSSELL ST,BROOKLYN,NY,"11222",40.721067,-73.943712,N  ,N  ,-----,------         
1000255.32021817,202925.05007585,737987,NYR000006387,NYC BD OF ED - PUBLIC SCHOOL 110 BKLYN,NY,------,VSQG,124 MONITOR ST,BROOKLYN,NY,"11222",40.723644,-73.942257,"3  ",N  ,H----,------         
999259.704034828,202436.572611681,751180,NYP004827226,CON EDISON,NY,------,Other,35 BROOME ST,BROOKLYN,NY,"11222",40.722305,-73.94585,N  ,N  ,-----,------         
999072.13281533,202749.782154973,754006,NYP004777066,CON EDISON,NY,------,Other,11 NEWELL ST,BROOKLYN,NY,"11222",40.723165,-73.946526,N  ,N  ,-----,------         
999383.803983584,203452.770540128,757083,NYP004817821,CON EDISON,NY,------,Other,665 HUMBOLDT ST SB13770,BROOKLYN,NY,"11222",40.725094,-73.9454,N  ,N  ,-----,------         
999084.477403656,203412.508832439,758159,NYP004740783,CON EDISON,NY,------,Other,68 DIAMOND ST,BROOKLYN,NY,"11234",40.724984,-73.94648,N  ,N  ,-----,------         
999518.030455768,202457.865341738,819451,NYP004186169,CON EDISON - MANHOLE 4401,NY,------,Other,HUMBOLDT ST & BROOME ST,BROOKLYN,NY,"11222",40.722363,-73.944918,N  ,N  ,-----,------         
999432.745167385,203200.68371063,825576,NYP004348413,CON EDISON SERVICE BOX: 13773,NY,------,Other,666 HUMBOLT ST,BROOKLYN,NY,"11222",40.724402,-73.945224,N  ,N  ,-----,------         
999954.459500433,202250.475502054,835075,NYP004725040,CON EDISON,NY,------,Other,188 ENGERT AVE,BROOKLYN,NY,"11222",40.721793,-73.943344,N  ,N  ,-----,------         
999446.671135199,203093.943294888,852174,NYP004803003,CON EDISON,NY,------,Other,654 HUMBOLDT ST,BROOKLYN,NY,"11222",40.724109,-73.945174,N  ,N  ,-----,------         
1000003.46939478,202758.021096437,1247959,NYP000248377,NYCDEP DERTA,NY,------,Other,N HENRY STREET & DRIGGS AVE,BROOKLYN,NY,"11222",40.723186,-73.943166,N  ,N  ,-----,------         
995594.494968209,204681.046123434,456976,NYP004186086,CON EDISON - MANHOLE 54519,NY,------,Other,NORTH WEST CORNER EAST 61 ST &,NEW YORK,NY,"10023",40.728471,-73.959069,N  ,N  ,-----,------         
995608.103487934,204622.39509152,304800,NYR000141275,24 OAK LLC,NY,------,Other,NOBLE & WEST ST JCT N,BROOKLYN,NY,"11222",40.72831,-73.95902,N  ,N  ,-----,------         
995608.103487934,204622.39509152,302413,NYP004110938,CON EDISON  - MH 8303,NY,------,Other,NOBLE ST. AND WEST ST.,BROOKLYN,NY,"11222",40.72831,-73.95902,N  ,N  ,-----,------         
995667.977535366,204608.214335349,287955,NYP004033171,CON EDISON V2306,NY,------,Other,2-50 NOBLE ST,BROOKLYN,NY,"11206",40.728271,-73.958804,N  ,N  ,-----,------         
995669.262600419,204234.410565701,466125,NYP004294203,CON EDISON - MANHOLE 56180,NY,------,Other,S NOBLE ST 26 E WEST ST,BROOKLYN,NY,"11222",40.727245,-73.9588,N  ,N  ,-----,------         
995681.067175536,202714.788946414,467725,NYP004154191,CON EDISON - MANHOLE 63427,NY,------,Other,N12 ST AND KENT AVE,BROOKLYN,NY,"11201",40.723074,-73.95876,N  ,N  ,-----,------         
995684.390473561,202720.984152686,485511,NYP004182937,CON EDISON,NY,------,Other,N 12TH ST & KENT AVE,BROOKLYN,NY,"11211",40.723091,-73.958748,N  ,N  ,-----,------         
995687.683646586,203963.720809328,478406,NYD986966075,FORMER CONSOIDATED FREIGHTWAYS SITE,NY,------,LQG,11 WEST AVE,BROOKLYN,NY,"11222",40.726502,-73.958734,"1  ",N  ,H----,------         
995707.695517789,203846.415477297,450797,NYP004751442,CON EDISON,NY,------,Other,QUAY ST & WEST ST,BROOKLYN,NY,"11222",40.72618,-73.958662,N  ,N  ,-----,------         
995707.975968094,203839.493308356,466353,NYP004198214,CON EDISON - MANHOLE 4337,NY,------,Other,90 QUAY ST AND WEST ST,BROOKLYN,NY,"11222",40.726161,-73.958661,N  ,N  ,-----,------         
995876.488304585,203857.42595107,486054,NYP004742821,CON EDISON,NY,------,Other,90 QUAY ST,BROOKLYN,NY,"11222",40.72621,-73.958053,N  ,N  ,-----,------         
995974.247516604,202311.61428054,487498,NYP004746046,CON EDISON,NY,------,Other,65 WYTHE ST,BROOKLYN,NY,"11249",40.721967,-73.957703,N  ,N  ,-----,------         
996161.143716456,204421.914226628,466140,NYP004300869,CON EDISON - MANHOLE 4342,NY,------,Other,SWC OAK ST / DENNIS   ST,BROOKLYN,NY,"11222",40.727759,-73.957025,N  ,N  ,-----,------         
996161.143716456,204421.914226628,460247,NYP004293155,CON EDISON - MANHOLE 4335,NY,------,Other,OAK ST,BROOKLYN,NY,"11222",40.727759,-73.957025,N  ,N  ,-----,------         
996207.762793561,202627.239622309,478028,NYP004184131,CON EDISON,NY,------,Other,59 N 13TH ST & WYTHE AVE,BROOKLYN,NY,"11211",40.722833,-73.95686,N  ,N  ,-----,------         
996223.849878078,202606.48068182,453465,NYR000225268,F & S CENTRAL MANUFACTURING,NY,------,LQG,105 N 13TH ST,BROOKLYN,NY,"11249",40.722776,-73.956802,"1  ",N  ,H----,------         
996238.895942814,204687.186151992,461127,NYP004293395,CON EDISON - MANHOLE 56179,NY,------,Other,N NOBLE ST 100 W WEST ST,BROOKLYN,NY,"11222",40.728487,-73.956744,N  ,N  ,-----,------         
995610.323533841,204616.566825426,490812,NYP004183059,CON EDISON,NY,------,Other,NOBLE ST & WEST ST,BROOKLYN,NY,"11222",40.728294,-73.959012,N  ,N  ,-----,------         
995681.067175536,202714.788946414,499639,NYP004154308,CON EDISON - TRANSFORMER VAULT 3477,NY,------,Other,KENT AVENUE AND N. 12TH STREET,BROOKLYN,NY,"11222",40.723074,-73.95876,N  ,N  ,-----,------         
995676.807732276,204103.98337374,514985,NYP004810194,CON EDISON,NY,------,Other,77-79 CALYER ST & WEST ST,BROOKLYN,NY,"11233",40.726887,-73.958773,N  ,N  ,-----,------         
995684.390473561,202720.984152686,539326,NYP004217877,CON EDISON MANHOLE 63427,NY,------,Other,N 12TH ST & KENT AVE S SIDE,BROOKLYN,NY,"11201",40.723091,-73.958748,N  ,N  ,-----,------         
995356.948416059,202304.765039465,584603,NYP004154175,CON EDISON - MANHOLE 4353,NY,------,Other,NORTH 10 TH ST. AND KENT,BROOKLYN,NY,"11211",40.721949,-73.95993,N  ,N  ,-----,------         
995707.695517789,203846.415477297,584779,NYP004184180,CON EDISON,NY,------,Other,QUAY ST & WEST ST,BROOKLYN,NY,"11222",40.72618,-73.958662,N  ,N  ,-----,------         
995935.894316355,202520.721994405,612265,NY0001497643,SYLVAN EQUIPMENT CORP,NY,------,Other,91 N 12TH ST,BROOKLYN,NY,"11211",40.722541,-73.957841,N  ,N  ,-----,------         
995623.273617308,202420.746188912,615617,NYD002408102,HEMISPHERE STEEL PRODUCTS CORP,NY,------,Other,54 N 11TH ST,BROOKLYN,NY,11211-1993,40.722267,-73.958969,N  ,N  ,-----,------         
995876.488304585,203857.42595107,629238,NYP004743175,CON EDISON,NY,------,Other,90 QUAY ST,BROOKLYN,NY,"11222",40.72621,-73.958053,N  ,N  ,-----,------         
996202.775777656,202622.500848758,633730,NYD080430606,MANHATTAN POLY BAG CO,NY,------,Other,94 N 13TH ST,BROOKLYN,NY,11211-1008,40.72282,-73.956878,N  ,N  ,-----,------         
995358.328512204,202317.517274419,677754,NYP004003844,CON ED - MH 4353,NY,------,Other,N 10 ST & KENT AVE,BROOKLYN,NY,11211-0000,40.721984,-73.959925,N  ,N  ,-----,------         
995933.956817485,202514.891754843,678990,NYR000047779,BLAST OFF SERVICES INC,NY,------,Other,91 N 12TH ST 1ST FLOOR,BROOKLYN,NY,"11211",40.722525,-73.957848,N  ,N  ,-----,------         
994951.247048887,203320.702800662,687871,NYR000107953,TRANSGAS ENERGY SYSTEMS LLC,NY,------,Other,1 N 12TH ST - SUB YARD,BROOKLYN,NY,"11211",40.724738,-73.961392,N  ,N  ,-----,------         
996061.077622004,203872.81728412,702298,NYR000047563,W H CHRISTIAN & SONS INC,NY,------,Other,31 FRANKLIN ST,BROOKLYN,NY,11222-2007,40.726252,-73.957387,N  ,N  ,-----,------         
996125.22077636,203635.66876942,704427,NYD002020758,HARD CHROME ELECTRO PROCESSING CORP,NY,------,SQG,8 MESEROLE AVE,BROOKLYN,NY,"11222",40.725601,-73.957156,"2  ",N  ,H----,------         
995608.103487934,204622.39509152,706208,NYP004006664,CON ED - V 2155,NY,------,Other,42 WEST ST & NOBLE,BROOKLYN,NY,11234-0000,40.72831,-73.95902,N  ,N  ,-----,------         
995684.390473561,202720.984152686,722077,NYP004782975,CON EDISON,NY,------,Other,24 N 12TH ST & KENT AVE,BROOKLYN,NY,"11249",40.723091,-73.958748,N  ,N  ,-----,------         
